ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,label
train19671,34,management,single,tertiary,no,1009,yes,no,cellular,12,aug,68,2,-1,0,unknown,0
train19672,33,technician,married,secondary,no,-616,yes,yes,unknown,27,may,320,1,-1,0,unknown,0
train19673,28,services,single,secondary,no,2992,yes,no,cellular,30,jan,337,4,-1,0,unknown,0
train19674,56,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,82,1,-1,0,unknown,0
train19675,59,retired,married,tertiary,no,1425,no,no,cellular,10,aug,489,2,102,1,success,0
train19676,26,technician,single,tertiary,no,152,no,no,cellular,30,jan,151,2,2,1,other,0
train19677,42,management,married,tertiary,no,8794,yes,no,unknown,29,may,166,3,-1,0,unknown,0
train19678,31,admin.,single,secondary,no,1129,yes,no,cellular,18,may,145,3,-1,0,unknown,0
train19679,28,blue-collar,single,secondary,yes,87,yes,no,cellular,7,may,27,1,345,1,failure,0
train19680,54,technician,married,secondary,no,2225,no,yes,cellular,13,aug,73,2,-1,0,unknown,0
train19681,46,technician,married,secondary,no,68,yes,yes,cellular,18,nov,111,2,155,3,failure,0
train19682,36,management,divorced,tertiary,no,803,yes,no,cellular,11,may,143,4,-1,0,unknown,0
train19683,30,management,single,tertiary,no,112,yes,yes,cellular,12,may,451,2,349,2,failure,0
train19684,34,technician,divorced,tertiary,no,1317,yes,no,cellular,15,may,239,1,-1,0,unknown,0
train19685,41,technician,divorced,secondary,no,75,no,no,cellular,20,aug,351,2,-1,0,unknown,0
train19686,46,technician,married,secondary,no,0,no,no,telephone,20,apr,173,2,-1,0,unknown,0
train19687,35,management,divorced,secondary,no,124,yes,no,cellular,16,apr,48,4,146,5,failure,0
train19688,38,self-employed,single,tertiary,no,973,no,no,cellular,4,feb,138,1,-1,0,unknown,0
train19689,44,management,divorced,tertiary,no,409,yes,no,unknown,19,may,333,1,-1,0,unknown,0
train19690,55,retired,married,secondary,no,103,yes,yes,cellular,17,nov,57,1,-1,0,unknown,0
train19691,35,self-employed,single,tertiary,no,4213,no,no,cellular,28,jan,203,1,-1,0,unknown,0
train19692,41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure,0
train19693,26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,-1,0,unknown,1
train19694,31,blue-collar,single,secondary,no,-4,yes,no,cellular,15,may,110,1,-1,0,unknown,0
train19695,48,management,married,tertiary,no,586,yes,yes,cellular,6,may,179,2,-1,0,unknown,0
train19696,46,technician,married,secondary,no,536,yes,no,unknown,16,jun,750,2,-1,0,unknown,1
train19697,29,management,married,tertiary,no,7832,yes,no,unknown,27,may,304,2,-1,0,unknown,0
train19698,55,blue-collar,married,secondary,no,388,no,no,cellular,12,aug,187,2,-1,0,unknown,0
train19699,56,unemployed,divorced,secondary,no,283,yes,yes,cellular,20,apr,89,3,341,2,failure,0
train19700,29,technician,married,tertiary,no,676,no,no,cellular,28,jul,470,4,-1,0,unknown,0
train19701,39,services,married,secondary,no,2758,no,no,cellular,4,feb,658,3,-1,0,unknown,1
train19702,36,blue-collar,divorced,primary,no,3202,yes,no,cellular,20,nov,690,3,183,2,failure,0
train19703,38,management,single,tertiary,no,3813,no,no,cellular,7,aug,117,2,-1,0,unknown,0
train19704,38,technician,single,tertiary,no,1314,yes,yes,cellular,16,jul,378,2,-1,0,unknown,0
train19705,33,management,single,tertiary,no,224,no,no,cellular,8,mar,241,2,-1,0,unknown,1
train19706,37,management,married,tertiary,no,165,no,no,cellular,24,aug,315,1,83,1,other,0
train19707,33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown,0
train19708,40,technician,married,tertiary,no,-1779,yes,yes,unknown,18,jun,37,2,-1,0,unknown,0
train19709,47,services,divorced,secondary,no,829,no,yes,unknown,18,jun,466,2,-1,0,unknown,0
train19710,48,technician,married,tertiary,no,58,yes,no,cellular,12,jun,110,2,-1,0,unknown,0
train19711,45,services,married,secondary,no,27,yes,yes,cellular,31,jul,43,2,-1,0,unknown,0
train19712,37,blue-collar,married,primary,no,-29,yes,yes,cellular,15,may,25,1,350,5,other,0
train19713,20,student,single,secondary,no,215,no,no,cellular,24,feb,175,1,92,6,success,1
train19714,31,blue-collar,married,secondary,no,631,yes,no,unknown,23,may,248,4,-1,0,unknown,0
train19715,42,self-employed,married,primary,no,3641,yes,no,unknown,14,may,869,1,-1,0,unknown,0
train19716,52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,unknown,0
train19717,36,management,married,tertiary,no,2660,no,no,cellular,6,aug,252,2,-1,0,unknown,0
train19718,43,blue-collar,married,primary,no,985,yes,no,cellular,16,apr,35,1,-1,0,unknown,0
train19719,35,management,single,tertiary,no,1632,yes,no,unknown,2,jun,430,2,-1,0,unknown,0
train19720,58,technician,married,secondary,no,760,yes,no,cellular,29,apr,85,7,-1,0,unknown,0
train19721,36,technician,married,secondary,no,577,no,no,cellular,6,aug,88,2,-1,0,unknown,0
train19722,27,technician,married,secondary,no,31,no,no,cellular,13,may,136,2,-1,0,unknown,0
train19723,28,technician,single,secondary,no,216,yes,no,unknown,13,may,66,1,-1,0,unknown,0
train19724,34,management,married,tertiary,no,2599,no,no,cellular,16,nov,95,1,200,2,success,0
train19725,47,technician,married,secondary,no,599,yes,no,cellular,13,aug,99,3,-1,0,unknown,0
train19726,61,retired,divorced,primary,no,876,no,no,cellular,17,apr,40,9,-1,0,unknown,0
train19727,37,blue-collar,married,secondary,no,4321,no,no,cellular,8,sep,421,2,95,1,success,0
train19728,28,student,single,secondary,no,231,yes,no,cellular,8,may,55,1,-1,0,unknown,0
train19729,43,admin.,married,secondary,no,372,yes,no,unknown,27,may,162,1,-1,0,unknown,0
train19730,53,entrepreneur,married,unknown,no,19850,no,no,cellular,18,nov,52,1,165,1,failure,0
train19731,51,technician,married,secondary,no,532,yes,yes,cellular,18,nov,346,1,-1,0,unknown,0
train19732,28,self-employed,single,tertiary,no,805,no,no,cellular,16,feb,331,1,-1,0,unknown,1
train19733,50,management,married,secondary,no,2910,no,no,telephone,19,nov,433,1,113,1,failure,0
train19734,38,admin.,married,secondary,no,505,yes,yes,cellular,21,nov,119,1,157,2,failure,0
train19735,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,0
train19736,35,entrepreneur,married,tertiary,no,753,no,no,cellular,7,aug,187,4,-1,0,unknown,0
train19737,50,admin.,married,secondary,no,512,yes,yes,cellular,17,apr,77,3,338,3,failure,0
train19738,38,technician,married,secondary,no,1931,no,no,cellular,2,jun,167,1,298,10,other,0
train19739,34,technician,single,tertiary,no,19,no,no,cellular,8,aug,79,3,-1,0,unknown,0
train19740,44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,517,3,350,2,failure,0
train19741,38,self-employed,married,tertiary,no,656,yes,no,cellular,22,aug,508,7,-1,0,unknown,0
train19742,33,technician,married,secondary,no,480,yes,no,cellular,30,jan,272,1,270,1,other,0
train19743,31,admin.,married,secondary,no,0,yes,no,cellular,5,feb,70,4,-1,0,unknown,0
train19744,38,blue-collar,married,secondary,no,8444,yes,no,cellular,17,apr,39,2,324,1,other,0
train19745,50,management,married,tertiary,no,85,no,yes,cellular,1,jun,141,1,-1,0,unknown,0
train19746,35,services,single,secondary,no,1063,yes,yes,cellular,16,apr,327,1,-1,0,unknown,0
train19747,48,management,divorced,tertiary,no,313,no,no,cellular,8,may,208,1,-1,0,unknown,0
train19748,31,technician,married,secondary,no,-576,yes,no,unknown,26,may,93,2,-1,0,unknown,0
train19749,49,blue-collar,married,secondary,no,0,no,yes,telephone,10,jul,564,2,-1,0,unknown,0
train19750,42,housemaid,divorced,primary,no,273,no,no,cellular,21,apr,354,1,-1,0,unknown,0
train19751,48,entrepreneur,divorced,secondary,no,2,yes,yes,cellular,6,may,593,2,281,4,failure,0
train19752,46,blue-collar,married,primary,no,575,no,no,cellular,25,aug,129,3,-1,0,unknown,0
train19753,49,self-employed,divorced,tertiary,no,3293,no,no,cellular,24,may,260,1,77,9,failure,0
train19754,52,management,married,tertiary,no,52,no,yes,cellular,18,aug,124,4,-1,0,unknown,0
train19755,45,blue-collar,married,secondary,no,2152,no,no,unknown,9,jun,92,1,-1,0,unknown,0
train19756,48,technician,married,secondary,no,1526,no,no,cellular,6,aug,273,2,-1,0,unknown,0
train19757,48,management,married,secondary,no,117,yes,no,cellular,16,apr,635,1,-1,0,unknown,0
train19758,54,services,married,secondary,no,131,no,no,cellular,14,aug,252,2,-1,0,unknown,0
train19759,26,blue-collar,married,secondary,yes,20,yes,no,unknown,8,may,200,1,-1,0,unknown,0
train19760,37,blue-collar,married,primary,no,175,yes,yes,cellular,4,feb,430,2,272,3,other,0
train19761,38,blue-collar,single,primary,no,2198,no,no,cellular,9,feb,269,2,-1,0,unknown,0
train19762,30,admin.,married,secondary,no,312,yes,no,cellular,20,apr,476,3,-1,0,unknown,0
train19763,32,blue-collar,single,secondary,no,118,yes,no,cellular,17,jul,1275,1,-1,0,unknown,1
train19764,32,admin.,single,secondary,no,3950,yes,no,cellular,18,may,232,1,178,1,success,0
train19765,36,blue-collar,single,unknown,yes,-395,yes,no,telephone,7,jul,9,17,-1,0,unknown,0
train19766,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,1
train19767,33,management,single,tertiary,no,3655,no,no,cellular,19,aug,183,20,-1,0,unknown,0
train19768,36,blue-collar,single,secondary,no,2390,yes,no,unknown,20,may,446,12,-1,0,unknown,0
train19769,57,unemployed,married,tertiary,no,209,no,no,unknown,19,jun,453,1,-1,0,unknown,0
train19770,59,admin.,divorced,secondary,no,975,yes,no,unknown,15,may,263,4,-1,0,unknown,0
train19771,42,technician,married,secondary,no,29,no,no,cellular,28,aug,53,11,-1,0,unknown,0
train19772,32,management,married,tertiary,no,1028,no,no,cellular,5,aug,183,1,-1,0,unknown,0
train19773,36,management,married,secondary,no,3,no,no,cellular,14,aug,250,2,-1,0,unknown,0
train19774,45,self-employed,married,secondary,no,830,no,no,cellular,31,jul,468,2,-1,0,unknown,0
train19775,49,technician,divorced,secondary,no,3394,yes,no,unknown,20,jun,14,22,-1,0,unknown,0
train19776,28,technician,single,secondary,no,154,yes,no,cellular,18,feb,416,2,-1,0,unknown,1
train19777,53,blue-collar,married,secondary,no,-31,no,no,cellular,21,aug,82,8,-1,0,unknown,0
train19778,48,technician,married,secondary,no,638,yes,no,unknown,14,may,217,1,-1,0,unknown,0
train19779,40,services,single,secondary,no,2936,no,no,unknown,6,jun,473,2,-1,0,unknown,0
train19780,35,unemployed,single,secondary,no,0,no,no,cellular,30,jul,740,3,-1,0,unknown,0
train19781,35,management,divorced,tertiary,no,808,no,no,cellular,19,nov,89,1,-1,0,unknown,0
train19782,51,self-employed,married,secondary,no,921,no,no,cellular,24,jul,188,1,-1,0,unknown,0
train19783,30,management,single,tertiary,no,156,yes,no,unknown,9,jun,174,9,-1,0,unknown,0
train19784,27,technician,married,secondary,no,7102,yes,no,unknown,30,may,141,9,-1,0,unknown,0
train19785,30,admin.,married,secondary,no,2174,yes,no,cellular,9,feb,191,1,-1,0,unknown,0
train19786,40,entrepreneur,married,tertiary,no,3571,no,no,unknown,9,jun,222,3,-1,0,unknown,0
train19787,44,housemaid,married,primary,no,1342,yes,yes,telephone,14,may,112,2,370,2,failure,0
train19788,52,housemaid,married,primary,no,1837,no,no,unknown,6,jun,118,1,-1,0,unknown,0
train19789,36,admin.,married,secondary,no,1479,no,no,cellular,15,may,65,2,-1,0,unknown,0
train19790,55,retired,married,secondary,no,1431,no,yes,cellular,28,jan,107,1,-1,0,unknown,0
train19791,41,technician,married,secondary,no,169,yes,no,unknown,7,may,296,2,-1,0,unknown,0
train19792,36,blue-collar,married,primary,no,856,yes,no,cellular,31,jul,39,10,-1,0,unknown,0
train19793,41,technician,single,secondary,no,879,no,yes,cellular,7,jul,60,4,-1,0,unknown,0
train19794,58,technician,married,secondary,no,796,no,no,cellular,4,aug,422,1,-1,0,unknown,0
train19795,25,blue-collar,single,secondary,no,2096,yes,no,unknown,3,jun,236,2,-1,0,unknown,0
train19796,44,entrepreneur,married,tertiary,no,468,yes,yes,telephone,15,jul,289,2,-1,0,unknown,0
train19797,39,services,married,primary,no,276,yes,yes,cellular,13,may,628,1,-1,0,unknown,0
train19798,45,technician,married,tertiary,no,-525,no,yes,cellular,21,nov,980,2,-1,0,unknown,1
train19799,43,unemployed,married,tertiary,no,0,no,no,cellular,18,oct,464,1,94,2,success,1
train19800,33,technician,married,secondary,no,14850,yes,no,cellular,5,feb,122,5,-1,0,unknown,0
train19801,52,management,married,tertiary,no,258,no,no,unknown,14,may,188,1,-1,0,unknown,0
train19802,57,self-employed,married,tertiary,no,350,no,no,cellular,26,may,132,6,112,3,failure,0
train19803,56,admin.,divorced,secondary,no,-429,no,yes,cellular,19,nov,120,2,119,4,failure,0
train19804,43,blue-collar,married,primary,no,188,yes,no,cellular,12,may,58,3,347,5,failure,0
train19805,50,services,divorced,secondary,no,761,yes,no,unknown,19,may,169,1,-1,0,unknown,0
train19806,49,management,divorced,tertiary,no,169,yes,no,unknown,28,may,174,1,-1,0,unknown,0
train19807,30,management,married,tertiary,no,319,yes,yes,cellular,16,jul,91,2,-1,0,unknown,0
train19808,31,technician,single,secondary,no,816,no,no,cellular,9,jun,100,2,-1,0,unknown,0
train19809,28,blue-collar,single,secondary,no,1232,yes,no,unknown,4,jun,201,2,-1,0,unknown,0
train19810,31,management,married,tertiary,no,50,no,no,cellular,19,aug,37,5,-1,0,unknown,0
train19811,38,services,married,secondary,no,-32,yes,no,unknown,7,may,154,2,-1,0,unknown,0
train19812,70,retired,married,primary,no,2346,no,no,cellular,1,jun,421,1,97,6,success,0
train19813,29,admin.,single,secondary,no,163,yes,yes,unknown,16,may,803,1,-1,0,unknown,1
train19814,29,services,married,secondary,no,68,no,no,unknown,20,may,119,3,-1,0,unknown,0
train19815,49,services,married,secondary,no,-106,no,yes,unknown,20,jun,10,13,-1,0,unknown,0
train19816,58,technician,married,tertiary,no,883,no,no,cellular,1,jun,373,2,-1,0,unknown,0
train19817,40,admin.,married,secondary,no,-666,yes,no,unknown,27,may,107,2,-1,0,unknown,0
train19818,26,services,single,secondary,no,-224,yes,yes,unknown,3,jun,189,1,-1,0,unknown,0
train19819,61,admin.,divorced,tertiary,no,89,no,no,cellular,24,nov,141,2,95,2,other,0
train19820,28,student,single,secondary,no,101,no,no,cellular,28,jan,90,1,-1,0,unknown,0
train19821,37,technician,single,secondary,no,4,no,no,cellular,11,aug,933,1,-1,0,unknown,1
train19822,26,blue-collar,married,secondary,no,818,no,no,cellular,9,jul,226,2,-1,0,unknown,0
train19823,32,admin.,married,secondary,no,159,no,yes,unknown,26,jun,177,1,-1,0,unknown,0
train19824,34,blue-collar,divorced,secondary,no,336,yes,no,unknown,2,jun,313,2,-1,0,unknown,0
train19825,37,self-employed,single,tertiary,no,556,no,no,unknown,17,jun,200,2,-1,0,unknown,0
train19826,55,retired,married,tertiary,no,2929,no,no,unknown,16,jun,556,3,-1,0,unknown,0
train19827,28,management,single,tertiary,no,5549,no,no,cellular,28,jul,383,6,-1,0,unknown,0
train19828,30,management,single,tertiary,no,697,no,no,cellular,10,aug,179,3,102,2,success,1
train19829,27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,1
train19830,44,management,married,tertiary,no,5282,yes,no,unknown,30,may,274,1,-1,0,unknown,0
train19831,67,retired,married,tertiary,no,3810,no,no,cellular,21,oct,1206,1,-1,0,unknown,0
train19832,47,management,married,tertiary,no,337,no,no,telephone,30,jul,300,5,-1,0,unknown,0
train19833,42,technician,married,secondary,no,682,yes,no,cellular,14,jul,285,2,-1,0,unknown,0
train19834,42,management,married,tertiary,no,2309,yes,no,unknown,21,may,64,3,-1,0,unknown,0
train19835,32,admin.,married,secondary,no,1785,yes,no,cellular,18,nov,51,2,154,6,other,0
train19836,33,technician,divorced,secondary,no,2,yes,no,cellular,7,may,600,2,330,17,failure,0
train19837,60,blue-collar,married,primary,no,0,no,yes,cellular,13,aug,324,4,-1,0,unknown,0
train19838,55,management,divorced,secondary,no,1526,yes,no,cellular,18,nov,105,1,-1,0,unknown,0
train19839,32,blue-collar,married,secondary,no,34,yes,no,cellular,5,may,321,2,-1,0,unknown,0
train19840,23,blue-collar,single,secondary,no,13,yes,yes,unknown,27,may,280,3,-1,0,unknown,0
train19841,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,0
train19842,29,admin.,divorced,secondary,no,2,no,yes,cellular,29,jan,220,1,-1,0,unknown,0
train19843,19,student,single,secondary,no,1803,no,no,cellular,10,mar,59,1,-1,0,unknown,0
train19844,51,technician,divorced,primary,no,548,no,no,unknown,12,jun,138,2,-1,0,unknown,0
train19845,40,blue-collar,married,primary,no,558,yes,yes,unknown,21,may,56,3,-1,0,unknown,0
train19846,52,services,married,primary,no,821,yes,yes,cellular,8,apr,426,2,-1,0,unknown,0
train19847,49,housemaid,single,primary,no,1158,yes,no,unknown,14,may,159,3,-1,0,unknown,0
train19848,31,management,married,tertiary,no,3914,no,yes,cellular,29,jan,266,1,-1,0,unknown,0
train19849,34,management,married,tertiary,no,53,yes,yes,cellular,29,aug,256,2,-1,0,unknown,0
train19850,32,admin.,single,secondary,no,154,yes,no,cellular,26,apr,135,1,521,2,failure,0
train19851,50,blue-collar,divorced,primary,no,149,yes,no,unknown,7,may,74,1,-1,0,unknown,0
train19852,48,entrepreneur,married,tertiary,no,0,no,yes,cellular,8,aug,85,9,-1,0,unknown,0
train19853,32,admin.,single,tertiary,no,211,no,no,cellular,28,aug,56,7,-1,0,unknown,0
train19854,51,technician,married,tertiary,no,2506,no,no,cellular,30,nov,210,3,-1,0,unknown,0
train19855,29,self-employed,single,tertiary,no,121,yes,no,unknown,30,may,1500,2,-1,0,unknown,1
train19856,59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,1,-1,0,unknown,0
train19857,47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,0
train19858,45,admin.,married,secondary,no,43,no,no,cellular,12,aug,114,4,-1,0,unknown,0
train19859,41,technician,married,secondary,no,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,0
train19860,43,management,married,secondary,yes,16,no,no,cellular,2,feb,154,2,-1,0,unknown,0
train19861,60,blue-collar,married,primary,no,136,yes,no,unknown,8,may,43,2,-1,0,unknown,0
train19862,53,unemployed,married,primary,no,49,no,no,cellular,27,aug,254,8,-1,0,unknown,0
train19863,51,retired,married,secondary,no,0,no,no,unknown,15,may,70,1,-1,0,unknown,0
train19864,47,blue-collar,married,secondary,no,7985,yes,no,unknown,29,may,347,1,-1,0,unknown,0
train19865,32,services,single,secondary,no,72,no,no,cellular,28,jul,88,9,-1,0,unknown,0
train19866,28,technician,single,secondary,no,10865,yes,no,unknown,27,may,350,3,-1,0,unknown,0
train19867,26,unemployed,single,tertiary,no,2170,no,no,cellular,3,feb,317,1,-1,0,unknown,0
train19868,56,retired,divorced,tertiary,no,13094,no,no,cellular,25,may,1064,1,-1,0,unknown,1
train19869,26,technician,married,secondary,no,523,no,no,cellular,29,jan,216,1,-1,0,unknown,0
train19870,40,technician,married,secondary,no,109,no,no,unknown,20,jun,402,22,-1,0,unknown,0
train19871,34,admin.,married,tertiary,no,35,yes,no,cellular,7,aug,88,2,-1,0,unknown,0
train19872,44,technician,divorced,secondary,no,106,yes,no,unknown,17,nov,17,1,175,1,failure,0
train19873,30,technician,single,tertiary,no,1323,yes,no,cellular,15,may,223,1,-1,0,unknown,0
train19874,34,blue-collar,single,secondary,no,551,yes,no,cellular,8,may,347,2,-1,0,unknown,0
train19875,33,management,single,tertiary,no,1150,yes,no,telephone,12,may,109,2,-1,0,unknown,0
train19876,27,management,single,tertiary,no,136,no,yes,cellular,8,jul,146,1,-1,0,unknown,0
train19877,49,technician,married,secondary,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,0
train19878,33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown,0
train19879,37,blue-collar,married,secondary,no,523,no,no,unknown,18,jun,257,2,-1,0,unknown,0
train19880,31,management,married,tertiary,no,0,yes,no,cellular,14,may,215,1,-1,0,unknown,0
train19881,48,housemaid,married,primary,no,0,no,no,cellular,28,aug,20,23,-1,0,unknown,0
train19882,32,services,single,secondary,no,772,yes,no,unknown,15,may,697,3,-1,0,unknown,1
train19883,39,technician,divorced,secondary,no,807,yes,yes,cellular,26,aug,209,6,-1,0,unknown,0
train19884,36,technician,divorced,secondary,no,487,no,yes,cellular,11,aug,268,3,-1,0,unknown,0
train19885,48,technician,married,secondary,no,-938,yes,no,cellular,7,may,134,1,344,2,failure,0
train19886,45,blue-collar,divorced,primary,no,104,yes,no,unknown,16,may,206,4,-1,0,unknown,0
train19887,31,services,married,secondary,no,1167,yes,yes,cellular,20,nov,279,1,-1,0,unknown,0
train19888,34,blue-collar,single,secondary,no,7541,no,no,cellular,20,nov,541,1,-1,0,unknown,0
train19889,41,student,single,secondary,no,1934,yes,no,cellular,21,nov,162,2,-1,0,unknown,0
train19890,35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,aug,275,4,-1,0,unknown,0
train19891,45,admin.,married,secondary,no,740,no,yes,cellular,19,aug,109,2,-1,0,unknown,0
train19892,33,blue-collar,married,primary,no,410,yes,no,cellular,13,may,396,2,355,2,failure,0
train19893,34,blue-collar,married,primary,no,1255,yes,yes,unknown,26,may,188,7,-1,0,unknown,0
train19894,60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,1,190,5,failure,1
train19895,34,technician,married,secondary,no,656,yes,no,cellular,15,may,10,7,372,1,other,0
train19896,67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,2,-1,0,unknown,0
train19897,30,admin.,divorced,secondary,no,1320,yes,yes,cellular,5,may,122,3,362,1,failure,0
train19898,46,technician,single,tertiary,no,568,no,no,telephone,28,aug,51,4,-1,0,unknown,0
train19899,36,blue-collar,single,secondary,no,1168,yes,no,unknown,23,may,242,3,-1,0,unknown,0
train19900,45,technician,married,secondary,no,1441,yes,no,cellular,18,nov,93,1,113,2,other,0
train19901,36,services,divorced,secondary,no,127,no,no,cellular,18,aug,172,3,-1,0,unknown,0
train19902,30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,1
train19903,57,retired,married,primary,no,3288,no,no,cellular,19,aug,186,4,-1,0,unknown,0
train19904,44,blue-collar,married,secondary,no,249,yes,yes,unknown,5,jun,173,3,-1,0,unknown,0
train19905,55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,623,1,181,3,success,1
train19906,42,blue-collar,married,secondary,no,2256,yes,no,unknown,16,jun,315,1,-1,0,unknown,0
train19907,41,blue-collar,married,primary,no,164,yes,no,cellular,12,may,150,4,330,11,other,0
train19908,55,services,single,secondary,no,1539,no,no,unknown,20,jun,65,2,-1,0,unknown,0
train19909,38,technician,single,tertiary,no,508,yes,yes,cellular,12,aug,1103,2,-1,0,unknown,1
train19910,33,technician,single,tertiary,no,231,yes,no,unknown,27,may,198,2,-1,0,unknown,0
train19911,51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,1
train19912,49,entrepreneur,divorced,tertiary,no,1145,yes,yes,cellular,6,feb,36,4,-1,0,unknown,0
train19913,41,admin.,single,secondary,no,400,yes,no,unknown,4,jun,99,6,-1,0,unknown,0
train19914,34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other,0
train19915,27,blue-collar,married,secondary,no,245,yes,no,cellular,7,may,121,1,344,2,failure,0
train19916,61,retired,married,secondary,no,483,no,no,cellular,23,apr,164,1,-1,0,unknown,0
train19917,37,blue-collar,single,primary,no,7027,no,no,unknown,9,jun,65,1,-1,0,unknown,0
train19918,39,admin.,married,secondary,no,1891,no,no,unknown,17,jun,147,1,-1,0,unknown,0
train19919,29,blue-collar,married,unknown,yes,163,yes,yes,cellular,23,jul,586,2,-1,0,unknown,0
train19920,56,blue-collar,married,secondary,no,317,no,no,cellular,7,aug,112,7,-1,0,unknown,0
train19921,46,blue-collar,married,secondary,no,-27,yes,no,cellular,11,may,254,1,-1,0,unknown,0
train19922,42,management,single,tertiary,no,2032,yes,no,cellular,24,jul,1173,4,-1,0,unknown,0
train19923,37,management,single,tertiary,no,499,yes,no,unknown,16,may,537,1,-1,0,unknown,0
train19924,45,housemaid,divorced,tertiary,no,2098,no,no,unknown,20,jun,81,3,-1,0,unknown,0
train19925,29,technician,married,secondary,no,767,yes,no,cellular,5,feb,253,1,-1,0,unknown,0
train19926,27,entrepreneur,married,tertiary,no,59,no,no,cellular,28,jul,306,6,-1,0,unknown,0
train19927,45,management,married,tertiary,no,-642,no,no,cellular,5,aug,124,4,-1,0,unknown,0
train19928,46,blue-collar,married,tertiary,no,993,yes,no,unknown,16,jun,78,1,-1,0,unknown,0
train19929,57,retired,married,secondary,no,455,yes,no,cellular,7,may,361,1,-1,0,unknown,0
train19930,34,housemaid,married,secondary,no,1969,no,no,cellular,7,aug,252,4,-1,0,unknown,0
train19931,32,management,married,tertiary,no,4307,yes,no,unknown,28,may,91,3,-1,0,unknown,0
train19932,38,blue-collar,married,primary,no,1401,no,no,cellular,13,may,516,1,-1,0,unknown,1
train19933,45,blue-collar,married,primary,no,1265,yes,no,cellular,11,may,40,8,299,1,success,0
train19934,36,blue-collar,married,primary,no,345,yes,no,cellular,25,jul,400,2,-1,0,unknown,0
train19935,56,blue-collar,married,primary,no,115,no,no,telephone,4,feb,111,1,-1,0,unknown,0
train19936,28,blue-collar,married,secondary,no,224,yes,no,unknown,19,may,571,5,-1,0,unknown,0
train19937,26,blue-collar,married,secondary,no,1028,yes,yes,unknown,19,jun,431,1,-1,0,unknown,0
train19938,47,technician,married,secondary,no,10179,yes,no,unknown,9,jun,179,2,-1,0,unknown,0
train19939,35,blue-collar,married,primary,no,1383,yes,no,unknown,27,may,269,2,-1,0,unknown,0
train19940,53,blue-collar,married,primary,no,570,no,no,cellular,20,aug,158,4,-1,0,unknown,0
train19941,35,housemaid,married,secondary,no,495,no,no,cellular,14,aug,414,4,-1,0,unknown,0
train19942,37,services,divorced,secondary,no,726,yes,no,cellular,5,may,136,2,362,2,other,0
train19943,48,blue-collar,married,primary,no,3304,no,no,unknown,11,jun,409,3,-1,0,unknown,0
train19944,52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,1
train19945,45,admin.,married,secondary,no,248,no,no,cellular,16,jul,212,2,-1,0,unknown,0
train19946,27,management,single,secondary,no,116,yes,no,cellular,6,feb,138,2,-1,0,unknown,0
train19947,43,entrepreneur,married,tertiary,no,11532,yes,no,telephone,25,jul,58,1,-1,0,unknown,0
train19948,33,management,single,tertiary,no,361,yes,no,cellular,2,feb,81,1,-1,0,unknown,0
train19949,47,blue-collar,married,unknown,no,61,yes,no,unknown,30,may,212,4,-1,0,unknown,0
train19950,28,management,married,tertiary,no,264,no,no,cellular,28,jan,183,1,-1,0,unknown,0
train19951,45,blue-collar,married,primary,no,71,no,no,unknown,26,jun,138,2,-1,0,unknown,0
train19952,26,services,single,secondary,no,209,yes,no,cellular,22,jul,319,2,-1,0,unknown,0
train19953,50,management,married,tertiary,no,29,no,yes,unknown,23,jul,104,1,-1,0,unknown,0
train19954,55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,-1,0,unknown,1
train19955,26,student,single,secondary,no,374,no,no,telephone,12,aug,478,2,-1,0,unknown,0
train19956,56,technician,married,secondary,no,3931,no,no,cellular,14,apr,115,1,-1,0,unknown,0
